ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
222096_x_at,9.04E-01,8.63E-01,0.147649,,
216396_s_at,9.04E-01,8.63E-01,0.147341,EI24,"EI24, autophagy associated transmembrane protein"
203862_s_at,9.05E-01,8.63E-01,0.147207,ACTN2,actinin alpha 2
221464_at,9.05E-01,8.63E-01,0.146991,OR1D2,olfactory receptor family 1 subfamily D member 2
216751_at,9.05E-01,8.64E-01,0.146667,,
221958_s_at,9.05E-01,8.64E-01,0.146635,WLS,wntless Wnt ligand secretion mediator
203456_at,9.05E-01,8.64E-01,0.14653,PRAF2,PRA1 domain family member 2
206478_at,9.05E-01,8.64E-01,0.146529,FAM30A,"family with sequence similarity 30, member A"
209088_s_at,9.05E-01,8.64E-01,0.146252,UBN1,ubinuclein 1
214650_x_at,9.05E-01,8.64E-01,0.146104,MOG,myelin oligodendrocyte glycoprotein
207305_s_at,9.05E-01,8.64E-01,0.146086,TRAPPC8,trafficking protein particle complex 8
AFFX-r2-Bs-thr-3_s_at,9.05E-01,8.64E-01,0.145838,,
214419_s_at,9.05E-01,8.65E-01,0.145742,CYP2C9,cytochrome P450 family 2 subfamily C member 9
215489_x_at,9.06E-01,8.65E-01,0.145279,HOMER3,homer scaffolding protein 3
206471_s_at,9.06E-01,8.65E-01,0.14508,PLXNC1,plexin C1
214095_at,9.06E-01,8.65E-01,0.144951,SHMT2,serine hydroxymethyltransferase 2
207417_s_at,9.06E-01,8.65E-01,0.144842,ZNF559-ZNF177///ZNF177,ZNF559-ZNF177 readthrough///zinc finger protein 177
216058_s_at,9.06E-01,8.65E-01,0.14483,CYP2C19,cytochrome P450 family 2 subfamily C member 19
216477_at,9.06E-01,8.65E-01,0.144781,,
215904_at,9.06E-01,8.65E-01,0.144707,AFDN,"afadin, adherens junction formation factor"
202357_s_at,9.06E-01,8.66E-01,0.144445,CFB,complement factor B
222302_at,9.06E-01,8.66E-01,0.144197,,
207656_s_at,9.07E-01,8.66E-01,0.144006,ACOX1,acyl-CoA oxidase 1
214489_at,9.07E-01,8.67E-01,0.143379,FSHB,follicle stimulating hormone beta subunit
216287_at,9.07E-01,8.67E-01,0.143074,,
207510_at,9.07E-01,8.67E-01,0.142991,BDKRB1,bradykinin receptor B1
219330_at,9.07E-01,8.67E-01,0.142891,VANGL1,VANGL planar cell polarity protein 1
210630_s_at,9.07E-01,8.67E-01,0.14282,RAD52,"RAD52 homolog, DNA repair protein"
204364_s_at,9.08E-01,8.67E-01,0.142632,REEP1,receptor accessory protein 1
202492_at,9.08E-01,8.67E-01,0.142457,ATG9A,autophagy related 9A
210366_at,9.08E-01,8.68E-01,0.142056,SLCO1B1,solute carrier organic anion transporter family member 1B1
207263_x_at,9.08E-01,8.68E-01,0.142051,VEZT,"vezatin, adherens junctions transmembrane protein"
212565_at,9.08E-01,8.68E-01,0.141852,STK38L,serine/threonine kinase 38 like
203183_s_at,9.08E-01,8.68E-01,0.141561,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
220196_at,9.08E-01,8.68E-01,0.141394,MUC16,"mucin 16, cell surface associated"
211760_s_at,9.09E-01,8.69E-01,0.141142,VAMP4,vesicle associated membrane protein 4
219894_at,9.09E-01,8.69E-01,0.140935,MAGEL2,MAGE family member L2
201990_s_at,9.09E-01,8.69E-01,0.1408,CREBL2,cAMP responsive element binding protein like 2
208588_at,9.09E-01,8.69E-01,0.140771,TPT1P8,"tumor protein, translationally-controlled 1 pseudogene 8"
220091_at,9.09E-01,8.69E-01,0.140559,SLC2A6,solute carrier family 2 member 6
217663_at,9.09E-01,8.69E-01,0.140432,ZNF234,zinc finger protein 234
201877_s_at,9.09E-01,8.69E-01,0.140381,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma
206079_at,9.09E-01,8.69E-01,0.140307,CHML,"CHM like, Rab escort protein 2"
212026_s_at,9.09E-01,8.69E-01,0.140041,EXOC7,exocyst complex component 7
206358_at,9.09E-01,8.69E-01,0.140018,PRM1,protamine 1
212803_at,9.09E-01,8.70E-01,0.139836,NAB2,NGFI-A binding protein 2
202566_s_at,9.09E-01,8.70E-01,0.139796,SVIL,supervillin
217149_x_at,9.09E-01,8.70E-01,0.13977,TNK1,tyrosine kinase non receptor 1
202571_s_at,9.09E-01,8.70E-01,0.139768,DLGAP4,DLG associated protein 4
216692_at,9.09E-01,8.70E-01,0.139757,,
218725_at,9.09E-01,8.70E-01,0.13965,SLC25A22,solute carrier family 25 member 22
221520_s_at,9.09E-01,8.70E-01,0.139614,CDCA8,cell division cycle associated 8
210584_s_at,9.09E-01,8.70E-01,0.139607,RRP7BP///POLDIP3,"ribosomal RNA processing 7 homolog B, pseudogene///DNA polymerase delta interacting protein 3"
205432_at,9.09E-01,8.70E-01,0.139356,OVGP1,oviductal glycoprotein 1
205126_at,9.09E-01,8.70E-01,0.139307,VRK2,vaccinia related kinase 2
210793_s_at,9.09E-01,8.70E-01,0.139228,NUP98,nucleoporin 98
214413_at,9.10E-01,8.70E-01,0.139132,TAT,tyrosine aminotransferase
204796_at,9.10E-01,8.70E-01,0.139056,EML1,echinoderm microtubule associated protein like 1
221048_x_at,9.10E-01,8.71E-01,0.138453,C17orf80,chromosome 17 open reading frame 80
219020_at,9.10E-01,8.71E-01,0.13845,HS1BP3,HCLS1 binding protein 3
206957_at,9.10E-01,8.71E-01,0.138275,AGXT,alanine-glyoxylate aminotransferase
205631_at,9.10E-01,8.71E-01,0.138261,KIAA0586,KIAA0586
221426_s_at,9.10E-01,8.71E-01,0.138209,OR3A3,olfactory receptor family 3 subfamily A member 3
216624_s_at,9.10E-01,8.71E-01,0.137892,KMT2A,lysine methyltransferase 2A
218433_at,9.10E-01,8.71E-01,0.137698,PANK3,pantothenate kinase 3
215104_at,9.10E-01,8.71E-01,0.137691,NRIP2,nuclear receptor interacting protein 2
202986_at,9.11E-01,8.72E-01,0.137527,ARNT2,aryl hydrocarbon receptor nuclear translocator 2
204499_at,9.11E-01,8.72E-01,0.137275,AGTPBP1,ATP/GTP binding protein 1
220294_at,9.11E-01,8.72E-01,0.137031,KCNV1,potassium voltage-gated channel modifier subfamily V member 1
203127_s_at,9.11E-01,8.72E-01,0.136864,SPTLC2,serine palmitoyltransferase long chain base subunit 2
204445_s_at,9.11E-01,8.72E-01,0.136854,ALOX5,arachidonate 5-lipoxygenase
205380_at,9.11E-01,8.72E-01,0.136616,PDZK1,PDZ domain containing 1
220893_at,9.11E-01,8.73E-01,0.136502,LOC57399,uncharacterized gastric protein ZA52P
217424_at,9.11E-01,8.73E-01,0.1365,,
204710_s_at,9.11E-01,8.73E-01,0.136493,WIPI2,"WD repeat domain, phosphoinositide interacting 2"
211024_s_at,9.11E-01,8.73E-01,0.13647,NKX2-1,NK2 homeobox 1
208477_at,9.11E-01,8.73E-01,0.136312,KCNC1,potassium voltage-gated channel subfamily C member 1
220693_at,9.12E-01,8.73E-01,0.135921,CCDC82,coiled-coil domain containing 82
211365_s_at,9.12E-01,8.73E-01,0.135745,PCDHA2,protocadherin alpha 2
205888_s_at,9.12E-01,8.73E-01,0.135529,JAKMIP2,janus kinase and microtubule interacting protein 2
210290_at,9.12E-01,8.74E-01,0.135179,ZNF174,zinc finger protein 174
212281_s_at,9.12E-01,8.74E-01,0.135151,TMEM97,transmembrane protein 97
216075_at,9.12E-01,8.74E-01,0.135146,,
208388_at,9.12E-01,8.74E-01,0.134755,NR2E3,nuclear receptor subfamily 2 group E member 3
220556_at,9.12E-01,8.74E-01,0.134725,ATP1B4,ATPase Na+/K+ transporting family member beta 4
215159_s_at,9.12E-01,8.74E-01,0.13459,NADK,NAD kinase
214376_at,9.13E-01,8.74E-01,0.134355,MAPK10,mitogen-activated protein kinase 10
206558_at,9.13E-01,8.74E-01,0.134323,SIM2,single-minded family bHLH transcription factor 2
221324_at,9.13E-01,8.74E-01,0.134279,TAS2R1,taste 2 receptor member 1
208899_x_at,9.13E-01,8.75E-01,0.13423,ATP6V1D,ATPase H+ transporting V1 subunit D
220921_at,9.13E-01,8.75E-01,0.134067,SPANXB1,SPANX family member B1
215187_at,9.13E-01,8.75E-01,0.133919,LOC55338,uncharacterized LOC55338
214877_at,9.13E-01,8.75E-01,0.133792,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1
200908_s_at,9.13E-01,8.75E-01,0.133568,RPLP2,ribosomal protein lateral stalk subunit P2
218426_s_at,9.13E-01,8.75E-01,0.133546,RNF216,ring finger protein 216
204841_s_at,9.13E-01,8.75E-01,0.133259,EEA1,early endosome antigen 1
215553_x_at,9.13E-01,8.75E-01,0.1332,,
215323_at,9.13E-01,8.75E-01,0.133122,LUZP2,leucine zipper protein 2
211658_at,9.13E-01,8.75E-01,0.133117,PRDX2,peroxiredoxin 2
217541_x_at,9.13E-01,8.76E-01,0.132904,ZNF816-ZNF321P///ZNF816,ZNF816-ZNF321P readthrough///zinc finger protein 816
217228_s_at,9.13E-01,8.76E-01,0.132853,ASB4,ankyrin repeat and SOCS box containing 4
204464_s_at,9.13E-01,8.76E-01,0.132814,EDNRA,endothelin receptor type A
201480_s_at,9.13E-01,8.76E-01,0.132683,SUPT5H,"SPT5 homolog, DSIF elongation factor subunit"
203032_s_at,9.13E-01,8.76E-01,0.132577,FH,fumarate hydratase
210132_at,9.13E-01,8.76E-01,0.132518,EFNA3,ephrin A3
216954_x_at,9.14E-01,8.76E-01,0.132343,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
219364_at,9.14E-01,8.76E-01,0.132184,DHX58,DEXH-box helicase 58
212839_s_at,9.14E-01,8.76E-01,0.132066,TROVE2,TROVE domain family member 2
205280_at,9.14E-01,8.77E-01,0.131829,GLRB,glycine receptor beta
221277_s_at,9.14E-01,8.77E-01,0.131797,PUS3,pseudouridylate synthase 3
209983_s_at,9.14E-01,8.77E-01,0.13176,NRXN2,neurexin 2
214181_x_at,9.14E-01,8.77E-01,0.131516,LST1,leukocyte specific transcript 1
203356_at,9.14E-01,8.77E-01,0.13142,CAPN7,calpain 7
209686_at,9.14E-01,8.77E-01,0.131157,S100B,S100 calcium binding protein B
33736_at,9.14E-01,8.77E-01,0.131001,STOML1,stomatin like 1
207177_at,9.15E-01,8.78E-01,0.130767,PTGFR,prostaglandin F receptor
217563_at,9.15E-01,8.78E-01,0.130679,CLOCK,clock circadian regulator
216521_s_at,9.15E-01,8.78E-01,0.130664,BRCC3,BRCA1/BRCA2-containing complex subunit 3
204720_s_at,9.15E-01,8.78E-01,0.130581,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6
206152_at,9.15E-01,8.78E-01,0.130539,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
218410_s_at,9.15E-01,8.78E-01,0.13053,PGP,phosphoglycolate phosphatase
206721_at,9.15E-01,8.78E-01,0.130356,CCDC181,coiled-coil domain containing 181
218653_at,9.15E-01,8.78E-01,0.130127,SLC25A15,solute carrier family 25 member 15
220937_s_at,9.15E-01,8.78E-01,0.130041,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
205587_at,9.15E-01,8.78E-01,0.130037,FGFR1OP,FGFR1 oncogene partner
211452_x_at,9.15E-01,8.78E-01,0.129838,LRRFIP1,LRR binding FLII interacting protein 1
213458_at,9.15E-01,8.78E-01,0.129762,FAM149B1,family with sequence similarity 149 member B1
211214_s_at,9.15E-01,8.78E-01,0.129698,DAPK1,death associated protein kinase 1
208853_s_at,9.15E-01,8.78E-01,0.129672,CANX,calnexin
200752_s_at,9.15E-01,8.79E-01,0.129553,CAPN1,calpain 1
210916_s_at,9.15E-01,8.79E-01,0.129513,CD44,CD44 molecule (Indian blood group)
221458_at,9.15E-01,8.79E-01,0.129316,HTR1F,5-hydroxytryptamine receptor 1F
202079_s_at,9.15E-01,8.79E-01,0.129118,TRAK1,trafficking kinesin protein 1
202119_s_at,9.15E-01,8.79E-01,0.129095,CPNE3,copine 3
203844_at,9.16E-01,8.80E-01,0.128504,VHL,von Hippel-Lindau tumor suppressor
215420_at,9.16E-01,8.80E-01,0.128333,IHH,indian hedgehog
202808_at,9.16E-01,8.80E-01,0.128117,WBP1L,WW domain binding protein 1-like
201117_s_at,9.16E-01,8.80E-01,0.128035,CPE,carboxypeptidase E
221579_s_at,9.16E-01,8.80E-01,0.127844,RPS10-NUDT3///NUDT3,RPS10-NUDT3 readthrough///nudix hydrolase 3
217331_at,9.17E-01,8.81E-01,0.126853,,
219993_at,9.17E-01,8.81E-01,0.126785,SOX17,SRY-box 17
205889_s_at,9.17E-01,8.81E-01,0.12667,JAKMIP2,janus kinase and microtubule interacting protein 2
205531_s_at,9.17E-01,8.81E-01,0.126433,GLS2,glutaminase 2
213711_at,9.17E-01,8.81E-01,0.126314,KRT81,keratin 81
211089_s_at,9.17E-01,8.81E-01,0.126286,NEK3,NIMA related kinase 3
216077_s_at,9.18E-01,8.82E-01,0.125923,L3MBTL1,l(3)mbt-like 1 (Drosophila)
214173_x_at,9.18E-01,8.82E-01,0.12591,URI1,"URI1, prefoldin like chaperone"
221197_s_at,9.18E-01,8.82E-01,0.125878,CHAT,choline O-acetyltransferase
213651_at,9.18E-01,8.82E-01,0.12568,INPP5J,inositol polyphosphate-5-phosphatase J
203982_s_at,9.18E-01,8.82E-01,0.125514,ABCD4,ATP binding cassette subfamily D member 4
221438_s_at,9.18E-01,8.82E-01,0.125473,TEX12,testis expressed 12
204925_at,9.18E-01,8.82E-01,0.125401,CTNS,"cystinosin, lysosomal cystine transporter"
211076_x_at,9.18E-01,8.82E-01,0.125395,ATN1,atrophin 1
211441_x_at,9.18E-01,8.83E-01,0.125114,CYP3A43,cytochrome P450 family 3 subfamily A member 43
203656_at,9.18E-01,8.83E-01,0.124872,FIG4,FIG4 phosphoinositide 5-phosphatase
207012_at,9.18E-01,8.83E-01,0.124733,MMP16,matrix metallopeptidase 16
205271_s_at,9.18E-01,8.83E-01,0.12472,CDK20,cyclin dependent kinase 20
201855_s_at,9.18E-01,8.83E-01,0.124678,ATMIN,ATM interactor
220761_s_at,9.18E-01,8.83E-01,0.124587,TAOK3,TAO kinase 3
206693_at,9.19E-01,8.83E-01,0.124372,IL7,interleukin 7
210352_at,9.19E-01,8.83E-01,0.124136,BRD8,bromodomain containing 8
202865_at,9.19E-01,8.83E-01,0.124109,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12
220920_at,9.19E-01,8.83E-01,0.124031,ATP10B,ATPase phospholipid transporting 10B (putative)
215554_at,9.19E-01,8.84E-01,0.123944,GPLD1,glycosylphosphatidylinositol specific phospholipase D1
206429_at,9.19E-01,8.84E-01,0.12389,F2RL1,F2R like trypsin receptor 1
49878_at,9.19E-01,8.84E-01,0.123775,PEX16,peroxisomal biogenesis factor 16
210159_s_at,9.19E-01,8.84E-01,0.123726,TRIM31,tripartite motif containing 31
216973_s_at,9.19E-01,8.84E-01,0.123631,HOXB7,homeobox B7
220070_at,9.19E-01,8.84E-01,0.123629,KDM8,lysine demethylase 8
210669_at,9.19E-01,8.84E-01,0.123393,TFAP2A,transcription factor AP-2 alpha
217830_s_at,9.19E-01,8.84E-01,0.123249,NSFL1C,NSFL1 cofactor
202546_at,9.19E-01,8.84E-01,0.123178,VAMP8,vesicle associated membrane protein 8
221662_s_at,9.19E-01,8.84E-01,0.12317,SLC22A7,solute carrier family 22 member 7
205165_at,9.19E-01,8.84E-01,0.122879,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
203479_s_at,9.19E-01,8.85E-01,0.122781,OTUD4,OTU deubiquitinase 4
214405_at,9.20E-01,8.85E-01,0.122578,,
221451_s_at,9.20E-01,8.85E-01,0.121929,OR2W1,olfactory receptor family 2 subfamily W member 1
205691_at,9.20E-01,8.85E-01,0.121894,SYNGR3,synaptogyrin 3
200009_at,9.20E-01,8.85E-01,0.121739,GDI2,GDP dissociation inhibitor 2
212083_at,9.20E-01,8.86E-01,0.121497,TEX261,testis expressed 261
207546_at,9.20E-01,8.86E-01,0.121415,ATP4B,ATPase H+/K+ transporting beta subunit
209211_at,9.20E-01,8.86E-01,0.121393,KLF5,Kruppel like factor 5
201839_s_at,9.20E-01,8.86E-01,0.121211,EPCAM,epithelial cell adhesion molecule
203772_at,9.20E-01,8.86E-01,0.121147,BLVRA,biliverdin reductase A
207255_at,9.20E-01,8.86E-01,0.121146,LEPROT///LEPR,leptin receptor overlapping transcript///leptin receptor
214260_at,9.20E-01,8.86E-01,0.121132,COPS8,COP9 signalosome subunit 8
208165_s_at,9.20E-01,8.86E-01,0.121124,PRSS16,"protease, serine 16"
205857_at,9.20E-01,8.86E-01,0.121011,SLC18A2,solute carrier family 18 member A2
220814_at,9.20E-01,8.86E-01,0.120983,SLC30A6,solute carrier family 30 member 6
214015_at,9.20E-01,8.86E-01,0.120966,SOCS7,suppressor of cytokine signaling 7
209854_s_at,9.20E-01,8.86E-01,0.120939,KLK2,kallikrein related peptidase 2
204302_s_at,9.20E-01,8.86E-01,0.120921,CTIF,cap binding complex dependent translation initiation factor
206427_s_at,9.21E-01,8.86E-01,0.120649,MLANA,melan-A
217984_at,9.21E-01,8.87E-01,0.120489,RNASET2,ribonuclease T2
208521_at,9.21E-01,8.87E-01,0.120424,OR5I1,olfactory receptor family 5 subfamily I member 1
222138_s_at,9.21E-01,8.87E-01,0.120397,WDR13,WD repeat domain 13
212208_at,9.21E-01,8.87E-01,0.120312,MED13L,mediator complex subunit 13 like
213167_s_at,9.21E-01,8.87E-01,0.120194,SLC5A3,solute carrier family 5 member 3
214826_at,9.21E-01,8.87E-01,0.120174,PDE12,phosphodiesterase 12
222172_at,9.21E-01,8.87E-01,0.120009,NPAS3,neuronal PAS domain protein 3
220120_s_at,9.21E-01,8.87E-01,0.119829,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
216686_at,9.21E-01,8.87E-01,0.11966,ANKRD36BP2,ankyrin repeat domain 36B pseudogene 2
212188_at,9.21E-01,8.87E-01,0.119643,KCTD12,potassium channel tetramerization domain containing 12
215820_x_at,9.21E-01,8.87E-01,0.11957,SNX13,sorting nexin 13
207662_at,9.21E-01,8.88E-01,0.11933,TBX1,T-box 1
213664_at,9.21E-01,8.88E-01,0.119234,SLC1A1,solute carrier family 1 member 1
217622_at,9.21E-01,8.88E-01,0.11921,RHBDD3,rhomboid domain containing 3
202922_at,9.21E-01,8.88E-01,0.11904,GCLC,glutamate-cysteine ligase catalytic subunit
215051_x_at,9.21E-01,8.88E-01,0.118962,AIF1,allograft inflammatory factor 1
220493_at,9.21E-01,8.88E-01,0.118849,DMRT1,doublesex and mab-3 related transcription factor 1
206609_at,9.22E-01,8.89E-01,0.118293,MAGEC1,MAGE family member C1
210953_at,9.22E-01,8.89E-01,0.118293,TSC22D2,TSC22 domain family member 2
217173_s_at,9.22E-01,8.89E-01,0.118207,LDLR,low density lipoprotein receptor
206216_at,9.22E-01,8.89E-01,0.11795,SRPK3,SRSF protein kinase 3
220473_s_at,9.22E-01,8.89E-01,0.117902,ZCCHC4,zinc finger CCHC-type containing 4
206556_at,9.22E-01,8.89E-01,0.117822,CLUL1,clusterin like 1
205046_at,9.22E-01,8.89E-01,0.117815,CENPE,centromere protein E
207489_at,9.22E-01,8.89E-01,0.117619,RPS2P45,ribosomal protein S2 pseudogene 45
221631_at,9.23E-01,8.90E-01,0.116963,CACNA1I,calcium voltage-gated channel subunit alpha1 I
217719_at,9.23E-01,8.90E-01,0.116714,EIF3L,eukaryotic translation initiation factor 3 subunit L
208492_at,9.23E-01,8.90E-01,0.116566,RFXAP,regulatory factor X associated protein
210810_s_at,9.23E-01,8.90E-01,0.116458,SLC6A5,solute carrier family 6 member 5
220551_at,9.23E-01,8.90E-01,0.11636,SLC17A6,solute carrier family 17 member 6
206988_at,9.23E-01,8.90E-01,0.11632,CCL25,C-C motif chemokine ligand 25
214689_at,9.24E-01,8.91E-01,0.115778,PAPPA2,pappalysin 2
214797_s_at,9.24E-01,8.91E-01,0.115661,CDK18,cyclin dependent kinase 18
215474_at,9.24E-01,8.91E-01,0.115514,,
206012_at,9.24E-01,8.91E-01,0.115416,LEFTY1///LEFTY2,left-right determination factor 1///left-right determination factor 2
211071_s_at,9.24E-01,8.91E-01,0.115403,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
214046_at,9.24E-01,8.91E-01,0.115151,FUT9,fucosyltransferase 9
213124_at,9.24E-01,8.91E-01,0.114995,ZNF473,zinc finger protein 473
213800_at,9.24E-01,8.92E-01,0.114614,CFH,complement factor H
201961_s_at,9.25E-01,8.92E-01,0.114493,RNF41,ring finger protein 41
210800_at,9.25E-01,8.92E-01,0.114239,TIMM8A,translocase of inner mitochondrial membrane 8 homolog A (yeast)
205094_at,9.25E-01,8.92E-01,0.113979,PEX12,peroxisomal biogenesis factor 12
210968_s_at,9.25E-01,8.92E-01,0.113973,RTN4,reticulon 4
201673_s_at,9.25E-01,8.92E-01,0.113969,GYS1,glycogen synthase 1
219388_at,9.25E-01,8.93E-01,0.113696,GRHL2,grainyhead like transcription factor 2
37278_at,9.25E-01,8.93E-01,0.113669,TAZ,tafazzin
200907_s_at,9.25E-01,8.93E-01,0.113663,PALLD,"palladin, cytoskeletal associated protein"
200656_s_at,9.25E-01,8.93E-01,0.113513,P4HB,prolyl 4-hydroxylase subunit beta
212921_at,9.25E-01,8.93E-01,0.113367,SMYD2,SET and MYND domain containing 2
219055_at,9.25E-01,8.93E-01,0.113325,SRBD1,S1 RNA binding domain 1
220802_at,9.25E-01,8.93E-01,0.113272,KCNH4,potassium voltage-gated channel subfamily H member 4
205044_at,9.25E-01,8.93E-01,0.113237,GABRP,gamma-aminobutyric acid type A receptor pi subunit
213143_at,9.25E-01,8.93E-01,0.113196,C2orf72,chromosome 2 open reading frame 72
215459_at,9.25E-01,8.93E-01,0.113068,CTNS,"cystinosin, lysosomal cystine transporter"
211660_at,9.26E-01,8.94E-01,0.112553,POU2F2,POU class 2 homeobox 2
200657_at,9.26E-01,8.94E-01,0.11252,SLC25A5,solute carrier family 25 member 5
209923_s_at,9.26E-01,8.94E-01,0.11228,BRAP,BRCA1 associated protein
206763_at,9.26E-01,8.94E-01,0.112082,FKBP6,FK506 binding protein 6
220237_at,9.26E-01,8.94E-01,0.111897,ATG3,autophagy related 3
212760_at,9.26E-01,8.94E-01,0.111817,UBR2,ubiquitin protein ligase E3 component n-recognin 2
213144_at,9.26E-01,8.95E-01,0.111413,GOSR2,golgi SNAP receptor complex member 2
210447_at,9.27E-01,8.95E-01,0.111318,GLUD2,glutamate dehydrogenase 2
208820_at,9.27E-01,8.95E-01,0.111191,PTK2,protein tyrosine kinase 2
207230_at,9.27E-01,8.95E-01,0.111154,CDON,"cell adhesion associated, oncogene regulated"
213443_at,9.27E-01,8.95E-01,0.111066,TRADD,TNFRSF1A associated via death domain
216509_x_at,9.27E-01,8.95E-01,0.110933,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
206851_at,9.27E-01,8.95E-01,0.110743,RNASE3,ribonuclease A family member 3
214661_s_at,9.27E-01,8.95E-01,0.110529,NOP14,NOP14 nucleolar protein
219625_s_at,9.27E-01,8.96E-01,0.110355,COL4A3BP,collagen type IV alpha 3 binding protein
205362_s_at,9.27E-01,8.96E-01,0.110302,PFDN4,prefoldin subunit 4
219211_at,9.27E-01,8.96E-01,0.110007,USP18,ubiquitin specific peptidase 18
208979_at,9.27E-01,8.96E-01,0.109986,NCOA6,nuclear receptor coactivator 6
212857_x_at,9.27E-01,8.96E-01,0.109927,SUB1,"SUB1 homolog, transcriptional regulator"
204540_at,9.27E-01,8.96E-01,0.109799,EEF1A2,eukaryotic translation elongation factor 1 alpha 2
205111_s_at,9.27E-01,8.96E-01,0.109723,PLCE1,phospholipase C epsilon 1
202996_at,9.28E-01,8.96E-01,0.109463,POLD4,"DNA polymerase delta 4, accessory subunit"
204797_s_at,9.28E-01,8.96E-01,0.109354,EML1,echinoderm microtubule associated protein like 1
209401_s_at,9.28E-01,8.97E-01,0.109331,SLC12A4,solute carrier family 12 member 4
221174_at,9.28E-01,8.97E-01,0.109273,,
216945_x_at,9.28E-01,8.97E-01,0.109237,PASK,PAS domain containing serine/threonine kinase
206895_at,9.28E-01,8.97E-01,0.109126,PPP1R3A,protein phosphatase 1 regulatory subunit 3A
213215_at,9.28E-01,8.97E-01,0.108763,C15orf38-AP3S2///AP3S2,C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit
212956_at,9.28E-01,8.97E-01,0.108722,TBC1D9,TBC1 domain family member 9
220842_at,9.28E-01,8.97E-01,0.108544,AHI1,Abelson helper integration site 1
207153_s_at,9.28E-01,8.98E-01,0.108124,GLMN,"glomulin, FKBP associated protein"
202266_at,9.28E-01,8.98E-01,0.108105,TDP2,tyrosyl-DNA phosphodiesterase 2
217363_x_at,9.29E-01,8.98E-01,0.108,,
213033_s_at,9.29E-01,8.98E-01,0.107749,NFIB,nuclear factor I B
200832_s_at,9.29E-01,8.98E-01,0.107647,SCD,stearoyl-CoA desaturase
209202_s_at,9.29E-01,8.98E-01,0.107199,EXTL3,exostosin like glycosyltransferase 3
208307_at,9.29E-01,8.99E-01,0.106781,RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1,"RNA binding motif protein, Y-linked, family 1, member J///RNA binding motif protein, Y-linked, family 1, member E///RNA binding motif protein, Y-linked, family 1, member D///RNA binding motif protein, Y-linked, family 1, member B///RNA binding motif protein, Y-linked, family 1, member F///RNA binding motif protein, Y-linked, family 1, member A1"
